document_id,document_name,hazard_type,statement_key,threshold_index,total_thresholds,threshold_text,source_authority,lead_time,is_conditional,condition_dependency,activation_type,has_stop_mechanism
16399,Malawi - Pluvial Floods sEAP (MDRMW023),Flood,trigger_statement_2,3,5,River gauge readings exceed alert stage at two or more stations (real-time),"Department of Climate Change and Meteorological Services (DCCMS), Malawi Red Cross Society (MRCS)",3–5 days for forecast-based triggers; 2–5 days for observational triggers,True,Pre-activation (Tier 1) based on forecast triggers must occur before full activation (Tier 2) based on observational data.,multi-stage,True
16399,Malawi - Pluvial Floods sEAP (MDRMW023),Flood,trigger_statement_2,4,5,Inundation modelling projects 30% or more of households affected in flood-risk zones,"Department of Climate Change and Meteorological Services (DCCMS), Malawi Red Cross Society (MRCS)",3–5 days for forecast-based triggers; 2–5 days for observational triggers,True,Pre-activation (Tier 1) based on forecast triggers must occur before full activation (Tier 2) based on observational data.,multi-stage,True
16401,Zimbabwe - Cholera sEAP (MDRZW026),Cholera,trigger_statement_1,0,3,Phase 1: A confirmed cholera case in any district of the country,Zimbabwe Red Cross Society (ZRCS) sEAP based on Government of Zimbabwe case and outbreak definitions,,True,Phase 2 activation depends on confirmation of cases in Harare following Phase 1; Phase 3 activation depends on evidence of community transmission in Harare and spread to other districts following Phase 2,multi-stage,False
16401,Zimbabwe - Cholera sEAP (MDRZW026),Cholera,trigger_statement_1,1,3,Phase 2: A confirmed cholera case in Harare,Zimbabwe Red Cross Society (ZRCS) sEAP based on Government of Zimbabwe case and outbreak definitions,,True,Phase 2 activation depends on confirmation of cases in Harare following Phase 1; Phase 3 activation depends on evidence of community transmission in Harare and spread to other districts following Phase 2,multi-stage,False
16401,Zimbabwe - Cholera sEAP (MDRZW026),Cholera,trigger_statement_1,2,3,Phase 3: Evidence of community transmission in Harare and spread to additional districts,Zimbabwe Red Cross Society (ZRCS) sEAP based on Government of Zimbabwe case and outbreak definitions,,True,Phase 2 activation depends on confirmation of cases in Harare following Phase 1; Phase 3 activation depends on evidence of community transmission in Harare and spread to other districts following Phase 2,multi-stage,False
16410,Mauritania - Flood sEAP (MDRMR020),Flood,trigger_statement_1,0,4,40% or greater probability that total seasonal precipitation will be above normal (upper tercile),"CEPMMT SEAS5, ECMWF, ONM, SONADER",Pre-season (months ahead) for first trigger; 5 days for second trigger,False,,dual-trigger,False
16410,Mauritania - Flood sEAP (MDRMR020),Flood,trigger_statement_1,1,4,ECMWF EFI > 0.8 forecast,"CEPMMT SEAS5, ECMWF, ONM, SONADER",Pre-season (months ahead) for first trigger; 5 days for second trigger,False,,dual-trigger,False
16410,Mauritania - Flood sEAP (MDRMR020),Flood,trigger_statement_1,2,4,ONM forecast of precipitation exceeding 25 mm over the next 5 days,"CEPMMT SEAS5, ECMWF, ONM, SONADER",Pre-season (months ahead) for first trigger; 5 days for second trigger,False,,dual-trigger,False
16410,Mauritania - Flood sEAP (MDRMR020),Flood,trigger_statement_1,3,4,Hydrological monitoring bulletins from SONADER,"CEPMMT SEAS5, ECMWF, ONM, SONADER",Pre-season (months ahead) for first trigger; 5 days for second trigger,False,,dual-trigger,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_1,0,2,Flood flows greater than 2-year return period to 5-year return period with a probability of more than 70% at respective upstream gauging stations,"Global Flood Awareness System (GLOFAS), Pakistan Meteorological Department (PMD)",3 to 10 days depending on river section,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_1,1,2,Weekly weather outlooks from PMD for Kabul and Swat River sections,"Global Flood Awareness System (GLOFAS), Pakistan Meteorological Department (PMD)",3 to 10 days depending on river section,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_2,0,2,"Observed flood flows in Kabul River at Nowshera station over 200,000 cusecs","Flood Forecast Division (FFD), Pakistan Irrigation Department (PID)",6 hours,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_2,1,2,"Observed flood flows in Swat River at Munda Headworks over 150,000 cusecs","Flood Forecast Division (FFD), Pakistan Irrigation Department (PID)",6 hours,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_3,0,3,"Flood inflows in Indus at Tarbela of 400,000 cusecs or above in next 24 hours",Flood Forecast Division (FFD),48 hours,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_3,1,3,"High flood inflows in Indus at Kalabagh of 500,000 cusecs or above in next 24 hours",Flood Forecast Division (FFD),48 hours,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_3,2,3,"High flood inflows in Indus at Chashma of 550,000 cusecs or above in next 24 hours",Flood Forecast Division (FFD),48 hours,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_4,0,2,"Observed outflows in Tarbela above 400,000 cusecs or observed flood outflows of Indus at Kalabagh above 500,000 cusecs or at Chashma above 550,000 cusecs",Flood Forecast Division (FFD),4 days,True,Both observed outflows and forecasted inflows criteria must be met,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_4,1,2,"Forecasted high flood inflows above 550,000 cusecs in Indus at Taunsa in next 24 hours",Flood Forecast Division (FFD),4 days,True,Both observed outflows and forecasted inflows criteria must be met,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_5,0,2,"Forecasted high flood inflows of Chenab River at Trimmu of 300,000 cusecs or above in next 24 hours",Flood Forecast Division (FFD),24 hours,True,Evacuation only triggered after observed flood outflows exceed threshold,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_5,1,2,"Observed flood outflows of Chenab River at Trimmu above 300,000 cusecs",Flood Forecast Division (FFD),24 hours,True,Evacuation only triggered after observed flood outflows exceed threshold,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_6,0,4,"Forecasted high flood inflows above 550,000 cusecs in Indus at Taunsa in next 24 hours",Flood Forecast Division (FFD),4 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_6,1,4,"Forecasted high flood inflows above 300,000 cusecs in Chenab at Trimmu or Punjnad in next 24 hours",Flood Forecast Division (FFD),4 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_6,2,4,"Observed outflows of Indus River at Taunsa above 550,000 cusecs",Flood Forecast Division (FFD),4 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_6,3,4,"Observed outflows of Chenab River at Punjnad above 300,000 cusecs",Flood Forecast Division (FFD),4 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_7,0,3,"Observed outflows of Indus River at Taunsa above 550,000 cusecs and Chenab River at Panjnad above 300,000 cusecs",Flood Forecast Division (FFD),3-5 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_7,1,3,"Forecasted very high flood inflows in Indus River at Guddu or Sukkur of 700,000 cusecs or above in next 24 hours",Flood Forecast Division (FFD),3-5 days,False,,multi-stage,False
16416,Pakistan - Riverine Floods EAP (MDRPK029),Flood,trigger_statement_7,2,3,"Observed high flood flows in Indus River at Kotri of 450,000 cusecs or above for 3 consecutive days or more",Flood Forecast Division (FFD),3-5 days,False,,multi-stage,False
16440,Madagascar - Floods sEAP (MDRMG024),Flood,trigger_statement_1,0,1,"Cumulative precipitation greater than 150 mm in a week (category ""abundant"" according to DGM classification)",Directorate General of Meteorology (DGM) of Madagascar,3 to 7 days,False,,single-trigger,False
16445,Paraguay - Drought sEAP (MDRPY024),Drought,trigger_statement_1,0,1,50% or greater probability that rainfall will remain in the lower tercile (below normal levels) for the December to February quarter,Directorate of Meteorology and Hydrology (DMH),3 months,False,,single-trigger,False
16446,Ethiopia - Cholera sEAP (MDRET038),Cholera,trigger_statement_1,0,3,"Drought affecting 32,000 people in any of the 20 identified woredas as confirmed by monthly EDRMC disaster report",Ethiopian Disaster Risk Management Commission (EDRMC) for drought data; Ethiopian Public Health Institute (EPHI) for cholera case data,3 months for drought trigger; 7 days for cholera case triggers,True,Trigger 2 activation is conditional on prior activation of Trigger 1 in this scenario,dual-trigger,True
16446,Ethiopia - Cholera sEAP (MDRET038),Cholera,trigger_statement_1,1,3,One confirmed cholera case reported by EPHI in a neighboring woreda/district of the 20 identified woredas/districts within the same country or neighboring district of bordering country,Ethiopian Disaster Risk Management Commission (EDRMC) for drought data; Ethiopian Public Health Institute (EPHI) for cholera case data,3 months for drought trigger; 7 days for cholera case triggers,True,Trigger 2 activation is conditional on prior activation of Trigger 1 in this scenario,dual-trigger,True
16446,Ethiopia - Cholera sEAP (MDRET038),Cholera,trigger_statement_1,2,3,Five suspected cholera cases qualifying EPHI clinical case definition identified within a week in the 20 selected woredas/districts,Ethiopian Disaster Risk Management Commission (EDRMC) for drought data; Ethiopian Public Health Institute (EPHI) for cholera case data,3 months for drought trigger; 7 days for cholera case triggers,True,Trigger 2 activation is conditional on prior activation of Trigger 1 in this scenario,dual-trigger,True
16446,Ethiopia - Cholera sEAP (MDRET038),Cholera,trigger_statement_2,0,2,One confirmed cholera case reported by EPHI in a neighbouring woreda/district of the 20 identified woredas/districts within the same country or neighboring district of bordering country,Ethiopian Public Health Institute (EPHI),7 days,False,,dual-trigger,True
16446,Ethiopia - Cholera sEAP (MDRET038),Cholera,trigger_statement_2,1,2,Five suspected cholera cases qualifying EPHI clinical case definition identified within a week in the 20 selected woredas/districts,Ethiopian Public Health Institute (EPHI),7 days,False,,dual-trigger,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,0,6,Minimum temperature less than or equal to 7°C,Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,1,6,Departure from normal temperature equal to or below the 2nd percentile (3 to 4°C),Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,2,6,Maximum temperature less than or equal to 5th percentile (18-20°C),Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,3,6,Wind speed exceeding 5th percentile (>5 km/hr),Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,4,6,Conditions sustained for 3 consecutive days,Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16458,Bangladesh - Cold Wave EAP (MDRBD038),Cold Wave,trigger_statement_1,5,6,Affecting three or more districts partially (at least 50% area of each district),Bangladesh Meteorological Department (BMD) and ECMWF,4 days,False,,multi-stage,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,0,6,Confirmed cholera case or spikes in AWD cases in a neighboring location to selected PAMIs,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,1,6,Activation of the SRCS drought EAP (MDRSO019),"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,2,6,Flooding and extensive rains in selected PAMI,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,3,6,Drought followed by heavy rains in selected PAMI,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,4,6,Drought EAP is activated,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,5,6,"Increased malnutrition rates (GAM cases >10%) coinciding with heavy rains, flooding, or droughts","Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,0,3,Doubling of AWD/ADD CBS true signals from at least 5 to at least 10 signals within one week,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,1,3,Confidential information from Ministry of Health indicating a rise in AWD/ADD cases,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,2,3,Ministry of Health confirmation of AWD/Cholera cases,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,0,4,50% probability according to ECMWF,"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,1,4,At least 3 consecutive days in Tirana,"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,2,4,Expected maximum temperature higher than the 95th percentile of monthly historical maximum temperatures for June-September (2000-2024),"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,3,4,Expected minimum temperature higher than the 95th percentile of monthly historical minimum temperatures for June-September (2000-2024),"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False
16479,Lebanon - Cold Wave sEAP (MDRLB019),Cold Wave,trigger_statement_1,0,2,Median ensemble member of ECMWF forecasts daily maximum temperature at Zahle below 2°C with a lead time of 7 days,ECMWF (European Centre for Medium-Range Weather Forecasts),"7 days for activation, 5 days for stop mechanism",False,,single-trigger,True
16479,Lebanon - Cold Wave sEAP (MDRLB019),Cold Wave,trigger_statement_1,1,2,Median ensemble member of ECMWF forecasts daily maximum temperature at Zahle below 2°C with a lead time of 5 days (stop mechanism),ECMWF (European Centre for Medium-Range Weather Forecasts),"7 days for activation, 5 days for stop mechanism",False,,single-trigger,True
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,0,3,Meteorological Department forecasts average rainfall exceeding 100mm in the Western Province,"National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,1,3,"Weekly dengue caseload exceeding 1,500 cases in May, June, July, December, and January","National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,2,3,Weekly dengue caseload in target districts exceeds 1.5 times their average caseload,"National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False
16486,Fiji - Tropical Cyclone  sEAP (MDRFJ008),Storm,trigger_statement_1,0,2,Category 4 or 5 cyclone within 250 km of Fiji,"Regional Specialized Meteorological Centre (RSMC) in Nadi, operated by Fiji Meteorological Services (FMS)",Two stages: readiness trigger at 120 hours (5 days) lead time based on unofficial forecast; activation trigger at 72 hours (3 days) lead time based on official forecast,True,The activation trigger (72 hours lead time) is conditional on the readiness trigger (120 hours lead time) being met first,dual-trigger,False
16486,Fiji - Tropical Cyclone  sEAP (MDRFJ008),Storm,trigger_statement_1,1,2,"Category 3, 4, or 5 cyclone making landfall in Fiji","Regional Specialized Meteorological Centre (RSMC) in Nadi, operated by Fiji Meteorological Services (FMS)",Two stages: readiness trigger at 120 hours (5 days) lead time based on unofficial forecast; activation trigger at 72 hours (3 days) lead time based on official forecast,True,The activation trigger (72 hours lead time) is conditional on the readiness trigger (120 hours lead time) being met first,dual-trigger,False
16494,Tanzania - Flood EAP (MDRTZ041),Flood,trigger_statement_1,0,2,"A severe rainfall warning (orange) or major warning (red) is issued in over 10 administrative regions across more than three river basins, lasting at least two consecutive days",Tanzania Meteorological Authority (TMA),1 to 5 days,False,,single-trigger,True
16494,Tanzania - Flood EAP (MDRTZ041),Flood,trigger_statement_1,1,2,At least one advisory-level warning (yellow) is present on any of the remaining days within the five-day forecast,Tanzania Meteorological Authority (TMA),1 to 5 days,False,,single-trigger,True
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,0,5,Cumulative monthly rainfall above the 1991-2020 reference average in the Agneby basin (Agboville),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,1,5,Fanfar forecast on orange alert,"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,2,5,Beacon water level in orange alert at 695 cm (significant threshold),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,3,5,Beacon water level in orange alert at 665 cm (significant threshold),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,4,5,ECMWF Extreme Forecast Index (EFI) greater than or equal to 0.8 forecasting rainfall ≥ 92 mm in next 5 days,"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,0,4,"Chocó: 1,290 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,1,4,"Cauca: 1,696 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,2,4,"Nariño: 3,040 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,3,4,"Valle del Cauca: 2,078 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_1,0,1,Nino3.4 index equal or greater than 0.5K in NDJ average forecast issued in July,European Centre for Medium-Range Weather Forecasts (ECMWF),3 months (forecast issued in July for NDJ period),False,,multi-stage,True
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,0,3,Below average precipitation forecast,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,1,3,At least 45% probability of below average precipitation tercile,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,2,3,Forecast issued in October,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_3,0,2,Ministry of Agriculture Crop Forecast Survey Index (CFSI) projects 40% or greater crop losses,Ministry of Agriculture Crop Forecast Survey Index (CFSI) and Zambia Meteorological Department (ZMD),0-1 month (March-April projections and rainfall monitoring during DJFM),False,"Can activate independently of Trigger 0 and Trigger 1; if only Trigger 2 is met, only second set of early actions are implemented.",multi-stage,True
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_3,1,2,More than 21 consecutive days of no rain greater than 1mm during December to March (DJFM),Ministry of Agriculture Crop Forecast Survey Index (CFSI) and Zambia Meteorological Department (ZMD),0-1 month (March-April projections and rainfall monitoring during DJFM),False,"Can activate independently of Trigger 0 and Trigger 1; if only Trigger 2 is met, only second set of early actions are implemented.",multi-stage,True
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,0,3,Flood forecast corresponding to a 5-year return period,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,1,3,Water levels exceeding the 5-year return period threshold at key monitoring stations,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True
